x, y, z, e_kjmol, dipole(x), dipole(y), dipole(z)
0.00000000e-00, 0.00000000e-00, 0.00000000e-00, 0.0, 3.232979910273613, -4.796266619550859, 0.0809659444832687
1.94469038e-03, 0.00000000e+00, 0.00000000e+00, 4.560859029080859, 1.3000194006456705, -4.480189053065766, -0.12154143346215604
1.77656306e-03, 7.90976837e-04, 0.00000000e+00, 0.4315519321110628, 1.5807311559003567, -5.026577346189611, -0.10116415905041985
1.30125185e-03, 1.44518659e-03, 0.00000000e+00, -4.063878258302395, 2.18238539686809, -5.552400834846054, -0.02154940611900579
6.00942377e-04, 1.84951046e-03, 0.00000000e+00, -8.334373739321734, 2.9821492741897466, -5.952618766089687, 0.07111654822706369
-2.03275497e-04, 1.93403716e-03, 0.00000000e+00, -11.700436892673167, 3.834362305120535, -6.182630550068411, 0.167778541397928
-9.72345191e-04, 1.68415127e-03, 0.00000000e+00, -13.459915695635232, 4.59704501144603, -6.188073961376631, 0.2664347307556595
-1.57328757e-03, 1.14306033e-03, 0.00000000e+00, -13.086717460153409, 5.10320879732745, -5.944648864315517, 0.328316394941064
-1.90219423e-03, 4.04323865e-04, 0.00000000e+00, -10.48874331258179, 5.275978705264408, -5.49222718031971, 0.34515195290971484
-1.90219423e-03, -4.04323865e-04, 0.00000000e+00, -6.1512399373036715, 5.081117756334311, -4.892611878733458, 0.3210699035913793
-1.57328757e-03, -1.14306033e-03, 0.00000000e+00, -1.0069329500955178, 4.583561019622637, -4.283020938262832, 0.2767103304140803
-9.72345191e-04, -1.68415127e-03, 0.00000000e+00, 3.8681840522389734, 3.882420311926109, -3.7618889461591865, 0.2233381026762962
-2.03275497e-04, -1.93403716e-03, 0.00000000e+00, 7.5682369733268615, 3.099943191940612, -3.4354548790484016, 0.1617639329423078
6.00942377e-04, -1.84951046e-03, 0.00000000e+00, 9.531174958564009, 2.350500820806321, -3.3541864608850154, 0.08138018269079067
1.30125185e-03, -1.44518659e-03, 0.00000000e+00, 9.559823688034612, 1.7151223627924124, -3.577862649221497, -0.06085228183268398
1.77656306e-03, -7.90976837e-04, 0.00000000e+00, 7.772920123535755, 1.3589532986795785, -3.95742696199427, -0.10363096865553148
1.19727095e-03, 0.00000000e+00, 1.53243693e-03, 2.5672508825299474, 1.8845535418086221, -4.547866554980059, -0.8380922177156929
1.09376144e-03, 7.90976837e-04, 1.39995080e-03, -1.4811673544556925, 2.1162239113803696, -5.101271534363728, -0.7502077377890704
8.01130636e-04, 1.44518659e-03, 1.02540045e-03, -5.568138201835609, 2.5720722717351916, -5.6065010111439735, -0.49218257457803966
3.69977070e-04, 1.84951046e-03, 4.73549055e-04, -9.086676133365813, 3.1517165211373626, -5.978935944347622, -0.14563478880124708
-1.25148892e-04, 1.93403716e-03, -1.60183278e-04, -11.428376925777798, 3.771222693497065, -6.178829632184576, 0.23705424366430008
-5.98635475e-04, 1.68415127e-03, -7.66218466e-04, -12.096799372387238, 4.3236998153754005, -6.1395323164394275, 0.6502230075823269
-9.68612545e-04, 1.14306033e-03, -1.23976752e-03, -10.845015798966017, 4.644550193077765, -5.850293288686952, 0.9524868784760958
