x, y, z, e_kjmol, dipole(x), dipole(y), dipole(z)
0.00000000e-00, 0.00000000e-00, 0.00000000e-00, 0.0, -5.651947760297922, -0.042164272232975704, -1.1347407019815732
1.94469038e-03, 0.00000000e+00, 0.00000000e+00, -13.258085413523986, -7.55702710764819, 0.10894508361542239, -1.033733750320391
1.77656306e-03, 7.90976837e-04, 0.00000000e+00, -12.094143886611619, -7.332891294050677, -0.43578269528223307, -1.0676544578571436
1.30125185e-03, 1.44518659e-03, 0.00000000e+00, -9.078859763147136, -6.807974648977686, -0.9141584437975788, -1.1196227308403943
6.00942377e-04, 1.84951046e-03, 0.00000000e+00, -4.868504298009498, -6.096925519303256, -1.2441779624237383, -1.1716054107960627
-2.03275497e-04, 1.93403716e-03, 0.00000000e+00, -0.25279323649340313, -5.313167629342106, -1.3703080712936557, -1.2172196874804555
-9.72345191e-04, 1.68415127e-03, 0.00000000e+00, 4.006515344929539, -4.586139155177821, -1.2647861533438138, -1.2552323482336356
-1.57328757e-03, 1.14306033e-03, 0.00000000e+00, 7.291167720026635, -4.029496285197676, -0.9379090820690542, -1.278846334084335
-1.90219423e-03, 4.04323865e-04, 0.00000000e+00, 9.149023426378506, -3.7652460376156913, -0.46518914834326003, -1.279505829380895
-1.90219423e-03, -4.04323865e-04, 0.00000000e+00, 9.308489973226244, -3.82623258461212, 0.07968566725529129, -1.2553256559887018
-1.57328757e-03, -1.14306033e-03, 0.00000000e+00, 7.6791246996402265, -4.206771406048957, 0.6064155566685907, -1.212372525478671
-9.72345191e-04, -1.68415127e-03, 0.00000000e+00, 4.420536470614195, -4.8233509670594685, 1.0103029337071567, -1.1707958547489485
-2.03275497e-04, -1.93403716e-03, 0.00000000e+00, -0.020771012567990965, -5.602414109564686, 1.244635968035913, -1.0969078229376752
6.00942377e-04, -1.84951046e-03, 0.00000000e+00, -4.892900788651275, -6.385308090427193, 1.2439007531335153, -1.0437205963626386
1.30125185e-03, -1.44518659e-03, 0.00000000e+00, -9.269492525573071, -7.042651562480024, 1.0259881293380153, -1.0118717973106688
1.77656306e-03, -7.90976837e-04, 0.00000000e+00, -12.262719062245992, -7.460071371916653, 0.6253274077496963, -1.011440117631712
1.19727095e-03, 0.00000000e+00, 1.53243693e-03, -10.133834600527848, -6.748099007163069, -0.00446392393425974, -1.970438306415358
1.09376144e-03, 7.90976837e-04, 1.39995080e-03, -9.369531665400757, -6.585399039191223, -0.5380647066904628, -1.928310771273804
8.01130636e-04, 1.44518659e-03, 1.02540045e-03, -7.227658168721575, -6.268629234213917, -0.9847274057051816, -1.7499560006405124
3.69977070e-04, 1.84951046e-03, 4.73549055e-04, -4.08930380809943, -5.846933667192107, -1.278959142059919, -1.4687956924048857
-1.25148892e-04, 1.93403716e-03, -1.60183278e-04, -0.48505713460070865, -5.396839023075094, -1.3564291508982456, -1.129001618148862
-5.98635475e-04, 1.68415127e-03, -7.66218466e-04, 2.976165717237052, -4.994024068110714, -1.2060858961219016, -0.7854421437871696
-9.68612545e-04, 1.14306033e-03, -1.23976752e-03, 5.712597330901303, -4.703345048938545, -0.8478749033079401, -0.4925557436911681
-1.17110771e-03, 4.04323865e-04, -1.49894951e-03, 7.25137053132363, -4.587876798567284, -0.35476425708839293, -0.3286696972426964
-1.17110771e-03, -4.04323865e-04, -1.49894951e-03, 7.319400069778453, -4.652581372835347, 0.18925181146451425, -0.3024026043079577
-9.68612545e-04, -1.14306033e-03, -1.23976752e-03, 5.887790475535439, -4.892715875103317, 0.6871652479803472, -0.4166085278690667
-5.98635475e-04, -1.68415127e-03, -7.66218466e-04, 3.1913226167292805, -5.260291412179512, 1.0652444529607135, -0.6529613400036681
-1.25148892e-04, -1.93403716e-03, -1.60183278e-04, -0.3060621933440757, -5.698084922993736, 1.249523667540551, -0.985042406685193
3.69977070e-04, -1.84951046e-03, 4.73549055e-04, -3.990193171183762, -6.133977710151977, 1.2143336893117336, -1.3432738189447928
8.01130636e-04, -1.44518659e-03, 1.02540045e-03, -7.2027464276613955, -6.494952105932883, 0.9599319949595887, -1.6660464624295535
1.09376144e-03, -7.90976837e-04, 1.39995080e-03, -9.371251158683947, -6.710826225849175, 0.5258523801845641, -1.8779932906623047
-4.70463183e-04, 5.76151232e-20, 1.88692477e-03, -0.7628130306750336, -5.062619299111016, -0.12122440938307341, -2.3177169558874797
-4.29789504e-04, 7.90976837e-04, 1.72379155e-03, -0.9084983442226076, -5.072838337096571, -0.6672263513786282, -2.214795937690054
-3.14801315e-04, 1.44518659e-03, 1.26259911e-03, -1.1092779631478038, -5.158046088267972, -1.0902284402560294, -1.9471749502887696
-1.45381119e-04, 1.84951046e-03, 5.83091820e-04, -1.294931983416177, -5.334697832271707, -1.3289094561014727, -1.5583030128945892
4.91767936e-05, 1.93403716e-03, -1.97237346e-04, -1.4340438221965428, -5.559130998253897, -1.341724141810322, -1.0924881771753188
2.35231592e-04, 1.68415127e-03, -9.43462383e-04, -1.5482197232470298, -5.803294433044059, -1.1257890128348969, -0.6303135620816157
3.80612711e-04, 1.14306033e-03, -1.52655420e-03, -1.6593385278306414, -6.01959391371769, -0.7268676876055825, -0.25092153048364235
4.60182434e-04, 4.04323865e-04, -1.84569093e-03, -1.7654710120262962, -6.17815955402833, -0.2100231188706022, -0.02156943671240161
4.60182434e-04, -4.04323865e-04, -1.84569093e-03, -1.820322405107106, -6.249507861323825, 0.3324356362454179, 0.016536771199329545
3.80612711e-04, -1.14306033e-03, -1.52655420e-03, -1.767112901054361, -6.216830646774164, 0.8050583270638374, -0.1495234274895576
2.35231592e-04, -1.68415127e-03, -9.43462383e-04, -1.58241070252393, -6.090870088660322, 1.1320520148650735, -0.48703807008525957
4.91767936e-05, -1.93403716e-03, -1.97237346e-04, -1.305398332664538, -5.884612859175314, 1.2606704909307282, -0.9441802133547569
-1.45381119e-04, -1.84951046e-03, 5.83091820e-04, -1.0186408925061983, -5.634633151757609, 1.168794000847736, -1.437120839105466
-3.14801315e-04, -1.44518659e-03, 1.26259911e-03, -0.8088424555850793, -5.3759278471774055, 0.8723608417322082, -1.8925992449931726
-4.29789504e-04, -7.90976837e-04, 1.72379155e-03, -0.7208647199789766, -5.181948835815002, 0.4198685005207896, -2.1979594721349853
-1.77656306e-03, 2.17566227e-19, 7.90976837e-04, 7.556669602926149, -3.863958923277745, -0.1991079032352622, -1.7443084531540654
-1.62297112e-03, 7.90976837e-04, 7.22593297e-04, 6.678091739344438, -3.952766437984538, -0.7252737672327259, -1.704007632477663
-1.18875272e-03, 1.44518659e-03, 5.29266811e-04, 4.519728767297863, -4.3425597100878, -1.132223241612571, -1.580529129996093
-5.48988178e-04, 1.84951046e-03, 2.44425285e-04, 1.366012445672368, -4.964482321388343, -1.3514379924473279, -1.3829117813167442
1.85701407e-04, 1.93403716e-03, -8.26795933e-05, -2.358401576506367, -5.689645359499722, -1.3341468418783393, -1.1545046606752212
8.88281532e-04, 1.68415127e-03, -3.95488419e-04, -6.09702624295312, -6.403100495717481, -1.0917864989260444, -0.9230669449490343
1.43726971e-03, 1.14306033e-03, -6.39913704e-04, -9.19934358331318, -7.002349953628189, -0.6713483377891593, -0.7200122650900249
1.73774090e-03, 4.04323865e-04, -7.73692096e-04, -11.026793430366808, -7.359011561292495, -0.14736166782956506, -0.5942945313642756
1.73774090e-03, -4.04323865e-04, -7.73692096e-04, -11.133740318379239, -7.431945283650033, 0.3919540308118522, -0.5601300536415014
1.43726971e-03, -1.14306033e-03, -6.39913704e-04, -9.429147678991455, -7.192785153673195, 0.8565931797166488, -0.6229625987061356
8.88281532e-04, -1.68415127e-03, -3.95488419e-04, -6.248202600345394, -6.683179330552148, 1.1679300267992496, -0.7804709677200222
1.85701407e-04, -1.93403716e-03, -8.26795933e-05, -2.2600591388570592, -6.002369982323252, 1.2692682701335778, -1.0075052610127295
-5.48988178e-04, -1.84951046e-03, 2.44425285e-04, 1.7203827344410456, -5.24522825862574, 1.1522014313102356, -1.2669948750581577
