x, y, z, e_kjmol, dipole(x), dipole(y), dipole(z)
-9.77004745e-04, 9.67018582e-03, -2.80151603e-04, -77.48631900163497, 2.5563173802383843, -10.075198903903686, 2.1008002803654144
3.50136612e-03, 9.01542762e-03, 1.00400058e-03, -63.973889798936, -0.5381923048113606, -9.276662260425852, 1.4139932548444922
7.16005031e-03, 6.25011441e-03, 2.05311139e-03, -45.93509028501353, -3.22886695811911, -7.511813841207699, 0.8027619887406966
9.14253226e-03, 2.02161933e-03, 2.62157894e-03, -26.23335444905416, -4.904211517710922, -5.161835707452592, 0.4019665239898418
8.98470339e-03, -2.68014657e-03, 2.57632224e-03, -6.200407920553175, -5.196741320972585, -2.755561814149656, 0.302630708436404
6.72351220e-03, -6.75447726e-03, 1.92793610e-03, 11.931020709130792, -4.054324601786572, -0.8633996848167302, 0.5330118553296858
2.88831444e-03, -9.24755230e-03, 8.28210838e-04, 23.565136333902615, -1.7540663123046831, 0.058971946947507556, 1.045024666188964
-1.62305164e-03, -9.57573082e-03, -4.65402568e-04, 23.100132104321403, 1.171675589998512, -0.20711396849311386, 1.7202049445120753
-5.75445352e-03, -7.66218466e-03, -1.65006299e-03, 7.63113879168543, 4.067605940431074, -1.607258482833878, 2.397449720825475
-8.53871012e-03, -3.95488419e-03, -2.44843573e-03, -19.831290864172104, 6.294630937028757, -3.8270115798717805, 2.916971425029218
-6.99446595e-03, 8.56575034e-19, -6.75447726e-03, -46.05391003634355, 5.929410268971415, -5.8330415898100405, 4.3845972439489875
-6.17574688e-03, 4.56488416e-03, -5.96384943e-03, -70.45825667070329, 5.822196344557552, -8.108528887326152, 4.182362267058985
-3.91125572e-03, 8.06110696e-03, -3.77705575e-03, -81.80459253684359, 4.549069307368716, -9.633382289691843, 3.4022841963735613
-7.31120777e-04, 9.67018582e-03, -7.06035128e-04, -77.8082107019643, 2.4152920955900585, -10.061280762406415, 2.231243808543668
2.62017306e-03, 9.01542762e-03, 2.53027172e-03, -61.85179874841498, -0.03792924763629413, -9.318540772898329, 0.9444913393155754
5.35807178e-03, 6.25011441e-03, 5.17422977e-03, -39.837568034956576, -2.2132986273576103, -7.586687770116414, -0.1613118486904599
6.84162009e-03, 2.02161933e-03, 6.60687572e-03, -17.000151660369966, -3.6140232574229496, -5.253038163535334, -0.8319950577764667
6.72351220e-03, -2.68014657e-03, 6.49282026e-03, 3.234732693417527, -3.937456697300412, -2.8478841695256816, -0.9101261977444233
5.03139774e-03, -6.75447726e-03, 4.85876432e-03, 18.44413810741321, -3.121169638515572, -0.9359973667491986, -0.3728290468510562
2.16140885e-03, -9.24755230e-03, 2.08724826e-03, 25.840277256833815, -1.355627061802682, 0.026830290710913363, 0.6576830618288977
-1.21457627e-03, -9.57573082e-03, -1.17290267e-03, 22.210498770564072, 0.9491110606997856, -0.1878339959149387, 1.9376414040939374
-4.30622323e-03, -7.66218466e-03, -4.15847143e-03, 5.911252684002648, 3.2728904434496755, -1.5323719210468212, 3.166360927060518
-6.38976260e-03, -3.95488419e-03, -6.17052202e-03, -20.59878319109123, 5.09496884557005, -3.7012887728524597, 4.0554335349251085
-3.00471188e-03, 3.67971079e-19, -9.24755230e-03, -38.86316761397967, 3.4336858366336696, -5.493754406131148, 5.004131196337478
-2.65300312e-03, 4.56488416e-03, -8.16510404e-03, -63.47973306113181, 3.589534780962365, -7.796271572274348, 4.7292614003255675
-1.68021356e-03, 8.06110696e-03, -5.17116562e-03, -78.11308998365928, 3.1288979266954144, -9.436289193616615, 3.750120155428194
-3.14077916e-04, 9.67018582e-03, -9.66632430e-04, -77.43467193622672, 2.1513336078183283, -10.026244676838381, 2.2967405096838016
1.12558488e-03, 9.01542762e-03, 3.46419406e-03, -61.71595850204909, 0.8970820639432392, -9.435188730250546, 0.707958204922143
2.30174284e-03, 6.25011441e-03, 7.08403605e-03, -36.629832161847105, -0.3240251775595732, -7.810675796065383, -0.6476532426796963
2.93905172e-03, 2.02161933e-03, 9.04547109e-03, -10.134235158164756, -1.2222517963490223, -5.5309264785852585, -1.4538647510972746
2.88831444e-03, -2.68014657e-03, 8.88931780e-03, 11.19210114013896, -1.600611524063407, -3.121664715415399, -1.5202545729200032
2.16140885e-03, -6.75447726e-03, 6.65213242e-03, 24.001646068567595, -1.3790294222870652, -1.1438603884115939, -0.8275390357083766
