x, y, z, e_kjmol, dipole(x), dipole(y), dipole(z)
0.00000000e-00, 0.00000000e-00, 0.00000000e-00, 0.0, -4.205073484847473, -1.1616824706629134, -1.1707009379369955
1.94469038e-03, 0.00000000e+00, 0.00000000e+00, -10.21779933704505, -5.987418883984753, -1.0013982585552443, -1.1542636553978807
1.77656306e-03, 7.90976837e-04, 0.00000000e+00, -10.219339798254282, -5.778795572608148, -1.520049974397464, -1.1653759963273835
1.30125185e-03, 1.44518659e-03, 0.00000000e+00, -8.687316482782705, -5.287922268428869, -1.979349596693801, -1.1809201072181676
6.00942377e-04, 1.84951046e-03, 0.00000000e+00, -6.0110261726635486, -4.612142158310877, -2.2979418411935804, -1.1919690452969531
-2.03275497e-04, 1.93403716e-03, 0.00000000e+00, -2.7161504274754975, -3.862940371213152, -2.422506593162855, -1.2011937541640114
-9.72345191e-04, 1.68415127e-03, 0.00000000e+00, 0.6741241159494393, -3.1744368763748865, -2.3307637396904854, -1.2197648161747805
-1.57328757e-03, 1.14306033e-03, 0.00000000e+00, 3.6949369123409497, -2.659391238787797, -2.0338492113562165, -1.2414824336902208
-1.90219423e-03, 4.04323865e-04, 0.00000000e+00, 5.94379606214801, -2.4261176361655243, -1.585205857882215, -1.2631620230498137
-1.90219423e-03, -4.04323865e-04, 0.00000000e+00, 7.055173739253064, -2.5008193527008613, -1.064390294517075, -1.2683235786716405
-1.57328757e-03, -1.14306033e-03, 0.00000000e+00, 6.76022831083219, -2.8684034361646944, -0.5585993026767084, -1.2526542478095828
-9.72345191e-04, -1.68415127e-03, 0.00000000e+00, 4.990925273434527, -3.4554943898336195, -0.15560086610364696, -1.2295901438094756
-2.03275497e-04, -1.93403716e-03, 0.00000000e+00, 1.9611920736619481, -4.172863198381004, 0.07103762235790342, -1.195182348744435
6.00942377e-04, -1.84951046e-03, 0.00000000e+00, -1.803650784170884, -4.900705535629808, 0.07851421179243849, -1.1531173549134823
1.30125185e-03, -1.44518659e-03, 0.00000000e+00, -5.57631507124114, -5.513675440579931, -0.12458240909058108, -1.1410309260699565
1.77656306e-03, -7.90976837e-04, 0.00000000e+00, -8.57807941139879, -5.90262412314255, -0.5064041413890464, -1.1421965259360085
1.19727095e-03, 0.00000000e+00, 1.53243693e-03, -8.389484670302295, -5.234179668458352, -1.043255186692097, -2.060323608721485
1.09376144e-03, 7.90976837e-04, 1.39995080e-03, -8.63520335784682, -5.1207124248044025, -1.5874201042016365, -1.917289197409594
8.01130636e-04, 1.44518659e-03, 1.02540045e-03, -7.64239055560904, -4.8032409393280515, -2.023917676667142, -1.7323307005473128
3.69977070e-04, 1.84951046e-03, 4.73549055e-04, -5.593853212334352, -4.386593210920521, -2.3135843984276603, -1.4522268648751315
-1.25148892e-04, 1.93403716e-03, -1.60183278e-04, -2.8306372529706323, -3.9350474970226195, -2.409115238558304, -1.1299124938114384
-5.98635475e-04, 1.68415127e-03, -7.66218466e-04, 0.20625878725394386, -3.5339311696283184, -2.2848725878773557, -0.8184868906755857
-9.68612545e-04, 1.14306033e-03, -1.23976752e-03, 3.0264968357272437, -3.254823268501666, -1.9652633804157824, -0.5699101029010462
-1.17110771e-03, 4.04323865e-04, -1.49894951e-03, 5.147656547133749, -3.1415578245983315, -1.5052577739283626, -0.42276290049127624
-1.17110771e-03, -4.04323865e-04, -1.49894951e-03, 6.177476292683309, -3.219449827182984, -0.979320075064769, -0.40930385754171483
-9.68612545e-04, -1.14306033e-03, -1.23976752e-03, 5.911823229922788, -3.4621373952434444, -0.4991004497500169, -0.5281287253877467
-5.98635475e-04, -1.68415127e-03, -7.66218466e-04, 4.369211423733361, -3.831438517011972, -0.1270400122338033, -0.7561758391019107
-1.25148892e-04, -1.93403716e-03, -1.60183278e-04, 1.8133719440470486, -4.265859626051685, 0.06807750577446876, -1.0662419145096522
3.69977070e-04, -1.84951046e-03, 4.73549055e-04, -1.305932517167264, -4.674401114201054, 0.06391237330090374, -1.4433870982901544
8.01130636e-04, -1.44518659e-03, 1.02540045e-03, -4.400524182808283, -5.018997093342973, -0.15699530315861354, -1.7478425787689178
1.09376144e-03, -7.90976837e-04, 1.39995080e-03, -6.911103145752293, -5.2184561623583114, -0.5466160309355206, -1.9839757119650612
-4.70463183e-04, 5.76151232e-20, 1.88692477e-03, -1.4732227065171628, -3.696200962951923, -1.180006148593942, -2.3727475754148526
-4.29789504e-04, 7.90976837e-04, 1.72379155e-03, -2.426213408212675, -3.6677926285138245, -1.685930533190735, -2.2334671709442704
-3.14801315e-04, 1.44518659e-03, 1.26259911e-03, -3.1754832785504163, -3.7298634562240514, -2.1094239255247387, -1.9198158121050084
-1.45381119e-04, 1.84951046e-03, 5.83091820e-04, -3.573258889443082, -3.896246289647237, -2.3666461932734033, -1.5128654312379661
4.91767936e-05, 1.93403716e-03, -1.97237346e-04, -3.5157246849008743, -4.095098556407745, -2.3997845641305227, -1.0997384632446818
2.35231592e-04, 1.68415127e-03, -9.43462383e-04, -3.024851597401323, -4.293300578607323, -2.2100253273266524, -0.707698233381335
3.80612711e-04, 1.14306033e-03, -1.52655420e-03, -2.2197091610942152, -4.479614707459522, -1.8411650825733856, -0.39467060766966977
4.60182434e-04, 4.04323865e-04, -1.84569093e-03, -1.2811972086769856, -4.62860372715685, -1.3503636108636698, -0.21792704773415567
4.60182434e-04, -4.04323865e-04, -1.84569093e-03, -0.37548243751655264, -4.699741483295967, -0.8315657449572105, -0.19447388577136263
3.80612711e-04, -1.14306033e-03, -1.52655420e-03, 0.37269354724628556, -4.684276633008988, -0.3768654514198138, -0.34176671995081415
2.35231592e-04, -1.68415127e-03, -9.43462383e-04, 0.8846222847997751, -4.597174069892083, -0.056861884318875774, -0.639744775781776
4.91767936e-05, -1.93403716e-03, -1.97237346e-04, 1.0764260248558344, -4.419850706395275, 0.08344815678478576, -1.045011249536335
-1.45381119e-04, -1.84951046e-03, 5.83091820e-04, 0.9048554367263364, -4.197184868305239, 0.022069138893003833, -1.5520186473578652
-3.14801315e-04, -1.44518659e-03, 1.26259911e-03, 0.3493997304671552, -4.003037256864272, -0.2512721188951261, -1.9623357530223142
-4.29789504e-04, -7.90976837e-04, 1.72379155e-03, -0.4986517370010688, -3.818043155542528, -0.6740142044694915, -2.258810382835484
-1.77656306e-03, 2.17566227e-19, 7.90976837e-04, 5.022848313322129, -2.544999949925883, -1.3147832120831249, -1.7356136308513792
-1.62297112e-03, 7.90976837e-04, 7.22593297e-04, 3.4493227350677103, -2.6133866312391247, -1.8105330384613623, -1.6792988044676807
-1.18875272e-03, 1.44518659e-03, 5.29266811e-04, 1.1545953558688211, -2.958163127536017, -2.192308116242163, -1.5338380714358395
-5.48988178e-04, 1.84951046e-03, 2.44425285e-04, -1.5239263313419542, -3.531274553615598, -2.4021000584447334, -1.3460949652196361
